timestamp,open,high,low,close,volume
2021-01-01 00:00:00,0.8850,0.8875,0.8835,0.8862,19000.0
2021-01-01 01:00:00,0.8862,0.8890,0.8855,0.8880,22500.0
2021-01-01 02:00:00,0.8880,0.8915,0.8872,0.8902,27000.0
2021-01-01 03:00:00,0.8902,0.8940,0.8895,0.8928,33000.0
2021-01-01 04:00:00,0.8928,0.8975,0.8920,0.8960,40000.0
2021-01-01 05:00:00,0.8960,0.9010,0.8950,0.8995,48000.0
2021-01-01 06:00:00,0.8995,0.9050,0.8985,0.9032,56000.0
2021-01-01 07:00:00,0.9032,0.9095,0.9020,0.9075,65000.0
2021-01-01 08:00:00,0.9075,0.9140,0.9065,0.9120,75000.0
2021-01-01 09:00:00,0.9120,0.9190,0.9110,0.9170,85000.0
